srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,category
77869,2013-04-25 08:44:44,5,219,,,219,13499,4,4.5,0,2.89,0.0085,5.56,27,152.0,1,17713,2,36,2,3,1,1,,,1,,,,0.0,0.0,,0.0,0.0,15.0,,,,0.0,0.0,,,,,,,,0.0,0.0,17.0,0,,0,0
19457,2012-12-02 20:00:23,9,59,,,219,138098,2,3.5,1,2.48,0.0013,4.6,34,89.92,0,21808,5,27,4,0,1,0,,695.93,1,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,14.0,,,,,,,-1.0,0.0,14.0,0,,0,0
302227,2013-03-05 18:30:48,14,100,,,100,88854,4,4.0,1,2.89,,4.98,4,115.88,1,4812,4,27,2,1,1,0,-26.1285,,0,,,,0.0,1.0,,,,,,,,1.0,0.0,19.0,,,,,,,1.0,0.0,19.0,0,,0,0
245798,2013-04-18 21:13:03,5,219,,,219,38161,4,4.0,1,2.71,0.2871,5.63,32,161.0,0,2964,2,13,4,0,1,0,,281.92,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
119706,2013-06-25 23:16:12,5,219,,,221,120239,4,4.5,0,1.61,0.0082,0.0,19,192.0,1,10247,3,74,2,0,1,1,,5746.7,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
236797,2013-02-06 21:54:29,5,219,,,219,117793,5,4.5,1,3.66,0.0328,6.07,15,459.0,0,24674,1,1,2,2,1,1,,,1,,,,0.0,0.0,4.0,0.0,0.0,,,,,0.0,0.0,4.0,,,,,,,0.0,0.0,,0,,0,0
138031,2013-05-05 16:56:19,5,219,,,219,111519,2,3.5,1,2.64,0.0239,4.67,22,85.0,0,7434,1,41,7,0,3,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
56809,2013-02-05 14:34:22,14,100,,,100,42013,3,4.0,1,3.0,0.1159,4.93,2,109.48,1,3410,1,23,5,0,3,1,,421.48,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
222014,2012-12-18 16:36:23,24,216,3.0,240.0,219,20430,4,4.0,0,5.19,0.8754,5.54,9,143.2,1,25556,4,26,3,0,3,0,,,0,,,,0.0,0.0,,1.0,0.0,13.0,,,,,,,,,,,,,,,,0,,0,0
110157,2013-04-09 13:30:49,4,50,,,50,104284,3,4.5,0,2.48,,4.94,3,106.0,0,1794,5,27,2,0,1,0,,1027.78,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
167994,2013-03-19 09:09:52,5,100,,,219,40105,2,2.5,1,0.69,0.0064,3.99,12,40.0,0,13233,1,1,2,0,1,0,,675.76,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0,0
323932,2013-06-21 17:24:43,18,129,,,4,135980,5,0.0,0,4.56,,0.0,4,263.74,0,18791,2,89,3,0,3,0,,597.39,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
309887,2013-05-22 22:20:13,5,219,,,219,126944,2,3.0,0,3.66,0.0044,4.79,2,100.0,0,9265,1,82,2,1,1,0,,29.28,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
88620,2013-03-30 12:45:27,5,219,,,219,97501,0,4.0,1,2.71,0.0969,4.98,14,149.0,0,11413,1,91,2,2,1,1,,1839.96,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
108634,2013-03-04 15:13:15,5,219,,,219,77089,3,3.5,1,3.99,0.2896,4.93,4,175.0,1,8192,1,5,2,0,1,1,,2086.42,0,,,,0.0,0.0,,0.0,0.0,3.0,,,,0.0,0.0,3.0,,,,,,,-1.0,0.0,28.0,0,,0,0
41028,2013-03-06 17:27:29,15,55,,,55,71539,3,4.5,1,2.64,0.0191,4.82,12,135.14,0,15850,1,38,2,0,1,1,,,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
23196,2012-12-17 10:36:00,29,132,,,219,114364,3,4.0,0,3.22,0.0116,5.27,9,176.39,1,23605,6,28,2,0,1,0,,,0,,,,1.0,0.0,2.0,,1.0,,,,,,,,,,,,,,1.0,0.0,46.0,0,,0,0
95058,2013-06-12 11:03:14,24,216,,,225,111718,4,3.0,0,3.97,0.0252,0.0,27,115.69,1,11308,2,1,1,0,1,1,,,1,,,,,,,,,,-1.0,0.0,14.0,,,,,,,,,,,,,0,,0,0
143606,2013-02-02 14:00:43,5,219,,,219,126027,3,4.0,0,3.5,0.2598,5.41,34,307.0,0,17582,1,0,2,0,1,1,,18.54,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
234275,2013-04-08 21:43:40,7,100,,,100,119306,4,4.0,1,2.08,0.1134,5.77,29,166.24,0,7933,1,2,2,0,1,0,,1150.41,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
207751,2013-02-24 07:53:45,5,219,,,219,123637,2,2.5,0,1.79,0.029,4.76,6,75.0,0,6544,1,6,2,1,1,1,-10.8165,,0,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,46.0,0,,0,0
54543,2013-04-02 14:49:18,14,100,,,219,133689,4,4.5,1,5.19,0.3004,5.68,8,291.68,0,9402,5,218,2,0,1,0,,2265.39,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
117923,2013-03-28 07:01:32,5,219,,,219,55195,3,4.5,1,0.0,0.0033,5.19,31,209.0,0,15307,3,21,2,2,1,1,,1246.98,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
92701,2013-04-12 18:27:57,14,100,,,100,106268,2,3.5,0,1.39,0.0169,4.24,10,71.03,0,12776,1,1,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
223592,2013-01-21 08:15:27,5,219,,,80,131744,4,4.0,1,2.48,,5.71,27,275.0,0,21243,2,53,2,0,1,1,-8.1825,2057.76,0,,,,,,,,,,,,,-1.0,0.0,10.0,,,,,,,,,,0,,0,0
83781,2012-12-26 11:24:15,5,219,,,31,60012,4,4.5,0,0.0,0.0348,5.42,27,70.0,0,4033,1,2,1,0,1,1,,4483.12,0,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,0,,0,0
222290,2013-02-23 06:48:47,5,219,,,219,35378,3,4.0,1,0.0,0.0528,4.89,13,127.0,0,3715,2,134,2,2,1,0,-12.33,1704.86,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
153470,2013-04-03 02:35:01,24,164,,,205,30330,3,3.5,0,4.62,0.0802,4.85,27,131.66,0,28317,5,23,2,1,1,0,,,0,,,,0.0,0.0,,1.0,0.0,4.0,-1.0,0.0,10.0,0.0,0.0,,,,,,,,,,,0,,0,0
187750,2013-02-14 08:06:33,5,219,,,219,40804,2,2.5,0,1.79,0.0656,4.42,37,79.0,0,23435,2,2,2,1,1,1,,212.51,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
244645,2013-06-20 14:12:15,31,219,,,219,103457,4,4.5,1,2.77,0.141,0.0,15,279.0,1,7037,1,7,2,2,1,1,,2369.46,0,,,,1.0,0.0,25.0,0.0,0.0,,,,,1.0,0.0,57.0,,,,,,,0.0,0.0,,0,,0,0
30643,2013-04-19 19:42:15,29,132,,,158,115778,4,0.0,1,2.56,,4.36,4,185.35,0,4120,1,17,2,0,1,0,,,0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0,,0,0
37919,2013-05-19 19:19:16,5,219,,,55,4047,4,4.0,1,0.0,0.0006,5.37,13,217.0,0,10979,3,154,1,1,2,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
152671,2013-05-19 09:53:08,5,219,,,219,88579,3,5.0,1,2.83,0.0109,5.2,12,137.0,0,19054,3,123,2,0,1,1,-41.3066,526.72,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
241547,2012-12-19 10:36:32,5,219,,,219,13674,4,4.0,0,2.94,0.0287,5.32,29,129.0,0,8347,3,4,2,0,1,0,,373.35,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0,0
291476,2013-06-13 18:34:14,5,2,,,2,104877,3,3.0,0,4.14,0.112,0.0,9,67.0,1,24555,3,0,1,0,1,1,,,0,,,,1.0,0.0,2.0,1.0,0.0,2.0,,,,-1.0,0.0,18.0,,,,,,,,,,0,,0,0
269808,2013-03-20 19:53:56,15,55,,,55,113592,3,3.5,0,4.8,0.4904,5.01,6,149.48,0,5450,1,1,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
79889,2013-06-05 18:39:01,5,219,,,219,39854,0,4.0,1,1.79,0.225,0.0,15,55.0,0,23299,1,16,2,1,1,1,,217.86,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
315518,2013-01-05 15:05:59,15,158,,,219,139557,4,4.5,1,3.04,0.0327,4.93,4,159.09,0,1020,14,77,2,2,1,0,,,1,,,,1.0,0.0,206.0,,1.0,,,,,,1.0,,,,,,,,,,,0,,0,0
205493,2013-05-23 13:56:29,5,219,,,100,63490,3,4.5,0,3.74,,5.42,31,217.0,0,3410,1,12,1,1,2,0,,1095.23,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
330036,2013-06-14 15:34:12,5,219,,,219,21231,3,4.0,1,1.95,0.0002,0.0,30,135.0,0,23904,2,15,2,0,1,1,,87.86,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
9291,2013-02-10 12:07:27,5,219,,,215,98703,4,5.0,0,2.77,0.0106,4.97,19,80.0,0,20679,1,9,1,0,1,0,,5150.47,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
3885,2013-01-31 15:15:53,5,219,,,219,109890,4,5.0,1,0.69,,5.14,10,179.0,0,5799,3,7,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
205289,2013-06-05 00:43:01,4,50,,,55,94663,3,4.0,0,5.46,0.065,0.0,10,167.32,0,10979,4,48,2,0,1,0,,5773.82,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
307388,2012-12-25 21:49:26,14,100,,,100,67250,3,4.0,1,2.94,0.0145,4.99,30,94.72,0,982,3,2,3,0,1,1,,96.44,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
42019,2012-11-05 15:32:33,5,219,,,219,64841,3,4.5,1,1.1,,5.1,19,129.0,0,15949,3,5,1,0,1,1,,69.38,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
10970,2012-12-20 22:02:10,5,219,,,219,55167,2,0.0,1,2.2,0.0126,4.09,4,59.0,0,5350,1,1,2,2,1,1,,315.88,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,3.0,,,,,,,0.0,0.0,,0,,0,0
237459,2013-01-05 06:55:32,24,216,,,99,68488,5,4.0,1,3.3,0.2915,5.24,22,173.35,0,3404,1,110,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
83415,2013-06-06 18:28:01,5,219,,,219,106262,4,4.5,0,5.94,0.3329,0.0,34,355.0,0,24700,1,23,2,0,1,1,,19.42,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
231114,2013-06-18 22:28:22,5,219,,,129,19207,5,4.5,1,4.72,0.0403,0.0,19,177.0,1,19968,3,88,2,0,1,1,,3937.28,0,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,0,,0,0
263456,2013-03-18 21:31:05,5,219,,,219,4484,3,4.5,1,2.71,0.105,5.09,6,125.0,0,10026,1,6,2,0,1,0,-13.0213,220.33,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
234792,2013-05-28 20:54:02,5,219,,,219,56064,5,5.0,1,4.62,0.0998,5.71,9,375.0,0,18774,2,15,1,0,1,0,,120.8,1,,,,0.0,0.0,,0.0,0.0,24.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
12625,2013-01-29 10:13:38,5,219,,,219,139310,4,4.5,1,1.79,,4.94,28,119.0,0,6892,2,3,2,2,1,1,,240.38,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
139768,2013-06-13 09:59:27,5,219,,,219,9618,3,4.0,1,2.77,0.1052,0.0,21,99.0,0,15094,2,8,2,0,1,1,,210.22,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
107755,2013-04-13 09:36:31,9,59,,,59,37989,4,2.5,0,3.61,0.5263,5.11,10,129.93,0,11217,4,36,2,0,1,0,,464.89,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
161176,2013-06-28 11:05:01,5,219,,,219,109396,4,4.0,1,2.2,,0.0,7,209.0,0,19812,1,10,4,0,2,0,,323.07,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
124475,2013-03-09 10:05:52,12,99,,,216,128224,3,4.0,0,3.5,0.14800000000000002,4.92,14,97.53,0,8609,1,38,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
57238,2013-02-23 14:12:05,32,220,3.56,242.92,99,111965,2,4.0,0,0.69,0.0619,4.75,8,79.46,0,17066,3,55,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0,,0,0
8498,2013-04-25 12:15:57,22,92,,,117,110227,4,3.5,0,4.29,0.0324,5.02,26,98.75,1,9226,4,146,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
188309,2013-01-14 11:37:07,14,100,,,219,59526,3,3.5,0,2.2,0.0377,4.78,13,70.14,1,23246,2,3,1,1,1,1,,1077.17,0,,,,,1.0,,1.0,0.0,9.0,,,,,,,,,,,,,1.0,0.0,22.0,0,,0,0
229061,2013-04-08 11:05:11,5,219,,,219,46245,3,4.5,1,1.39,0.0064,4.75,29,101.0,0,11230,1,52,4,0,2,1,,,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
290721,2013-05-08 09:16:38,5,219,,,219,3573,3,4.5,1,0.0,0.0285,5.25,1,160.0,0,26601,2,28,2,0,1,0,,304.55,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
271146,2013-06-06 13:24:08,7,100,,,100,120593,3,3.5,1,3.18,0.0246,0.0,36,193.88,0,27402,2,18,1,0,1,0,,,0,,,,0.0,0.0,16.0,0.0,0.0,,,,,-1.0,0.0,4.0,,,,,,,,,,0,,0,0
51262,2013-06-28 18:15:31,5,9,,,9,70585,4,0.0,0,4.22,0.3391,0.0,26,65.0,0,27867,1,2,2,0,1,0,,,0,,,,,,,,,,,,,,-1.0,,,,,,,,,,,0,,0,0
309779,2013-04-14 13:25:01,5,219,,,219,65554,2,3.5,1,0.0,0.0141,4.28,33,63.0,0,23452,1,118,2,1,1,1,,293.59,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
133620,2013-05-06 10:06:27,5,219,,,219,106839,2,3.0,1,2.48,0.0178,4.15,31,49.0,0,19521,1,10,2,0,1,1,,709.06,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
314889,2013-05-09 19:17:53,5,219,,,219,83567,2,3.5,1,1.39,0.0705,4.71,17,95.0,0,25567,1,1,2,0,1,1,-17.5963,0.61,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
323571,2013-05-18 16:07:12,5,205,,,31,79375,5,4.5,0,6.48,0.8651,6.21,9,637.0,0,7770,1,20,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0,0
160049,2013-06-06 23:47:24,5,219,,,219,87888,3,4.0,1,1.79,,0.0,7,97.0,0,23205,2,5,2,0,1,0,,898.32,1,,,,0.0,0.0,,0.0,0.0,4.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
208338,2013-02-17 10:11:18,5,219,,,219,16501,3,5.0,1,3.14,,4.85,25,109.0,0,14920,4,27,2,0,1,1,-100.8857,437.69,0,,,,,,,1.0,0.0,7.0,,,,1.0,0.0,7.0,,,,,,,1.0,0.0,7.0,0,,0,0
195630,2013-06-01 15:08:06,5,219,,,219,13389,4,4.5,1,2.89,0.065,5.38,13,189.0,0,10737,1,0,2,0,1,1,,27.8,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
172918,2013-02-02 11:53:21,31,219,,,219,58201,2,2.0,1,2.83,0.0026,4.09,7,33.0,1,16823,1,16,1,1,1,0,,1041.83,0,,,,,,,1.0,0.0,5.0,,,,,,,,,,,,,1.0,0.0,5.0,0,,0,0
154831,2013-01-25 20:36:06,18,129,,,129,111323,4,4.5,1,4.58,0.0726,5.17,24,100.97,0,2290,2,8,2,0,1,1,,,0,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0,0
139098,2013-05-09 09:07:57,5,219,3.2,199.66,219,22239,2,3.0,1,2.71,0.0526,4.29,34,49.0,0,15056,3,14,1,0,1,1,,,0,,,,0.0,0.0,,,,,,,,1.0,0.0,12.0,,,,,,,0.0,0.0,,0,,0,0
308610,2013-03-25 19:06:54,5,219,,,219,27236,2,4.0,1,2.56,0.1509,4.47,2,69.0,0,6072,2,14,2,0,1,0,-10.6783,89.38,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
196727,2013-06-26 18:33:52,9,59,,,219,134386,3,4.5,1,3.3,0.2004,0.0,18,84.55,0,20596,3,8,2,1,1,1,-15.807,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
172282,2012-12-07 12:30:23,14,100,,,100,15415,4,4.5,1,3.58,,5.28,33,157.83,0,532,4,21,2,2,1,1,,218.78,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,6.0,0,,0,0
46475,2013-04-15 18:20:23,5,219,,,219,45365,3,4.5,1,2.83,0.1048,5.58,16,249.0,0,11173,2,4,2,0,1,1,,52.28,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
266557,2013-05-10 10:51:08,5,219,,,219,72193,0,4.5,1,0.0,0.009000000000000001,4.68,32,83.0,0,11022,1,0,2,0,1,1,,67.58,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
222148,2012-11-04 06:39:03,5,219,,,59,458,4,4.0,1,4.37,0.1711,5.34,16,118.0,0,27000,3,18,2,1,1,1,,1364.13,0,,,,,,,,,,,,,1.0,0.0,17.0,,,,,,,,,,0,,0,0
210654,2013-06-25 01:38:00,12,99,,,215,35637,4,3.5,0,6.06,0.2366,0.0,30,41.86,0,9371,1,6,2,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,39.0,,,,,,,0,,0,0
137206,2013-02-12 11:44:05,5,219,,,14,75828,5,4.5,1,4.16,,5.98,7,302.0,0,17270,6,12,1,0,1,0,,7307.18,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0
283158,2012-11-06 17:18:57,9,59,,,219,25974,3,4.5,1,1.61,0.0183,4.96,30,351.52,0,1986,3,9,2,0,1,1,,,0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0,,0,0
269002,2013-02-12 11:58:49,5,219,,,219,63916,3,4.0,0,5.4,0.14300000000000002,5.92,29,229.0,0,5872,3,24,2,2,1,1,,1970.76,0,,,,1.0,0.0,21.0,1.0,0.0,30.0,1.0,0.0,21.0,1.0,0.0,30.0,,,,,,,1.0,0.0,21.0,0,,0,0
99768,2013-03-18 18:02:17,5,219,,,219,81604,2,4.0,1,0.0,,4.31,26,83.0,0,13786,1,5,1,1,1,1,,157.96,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
310283,2013-05-02 18:08:01,5,219,,,219,74094,3,4.0,1,2.83,0.0001,4.46,16,95.0,0,2518,5,80,9,0,2,0,,700.71,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
191323,2013-06-06 16:19:22,5,219,,,219,47167,3,5.0,1,2.4,0.2609,0.0,9,95.0,0,1833,3,1,2,0,1,1,,354.91,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
278764,2013-06-15 19:52:54,5,219,,,60,62320,4,4.5,0,5.95,0.1182,0.0,15,110.0,1,28150,5,45,2,0,1,0,,5215.03,0,1.0,0.0,14.0,,,,,,,,,,0.0,0.0,,1.0,0.0,11.0,0.0,0.0,,,,,0,,0,0
7909,2013-06-05 09:45:42,14,100,,,100,62630,3,4.5,1,1.39,0.0016,0.0,18,131.46,0,18139,2,2,2,0,1,1,,16.12,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
142747,2013-06-08 22:21:10,13,81,,,220,93041,4,4.0,0,4.71,0.1701,0.0,26,119.87,1,25981,6,75,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
172270,2013-06-16 18:46:54,15,55,,,219,666,4,4.0,0,3.87,0.0821,0.0,8,229.31,0,26838,3,92,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
79297,2013-05-22 15:52:10,18,99,,,99,62225,3,4.5,1,3.04,,4.59,19,110.58,0,290,1,3,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0,0
17233,2012-11-07 20:15:32,22,92,,,59,63554,4,4.5,0,3.04,0.0629,6.18,12,321.07,1,22835,1,42,2,0,1,0,,,1,,,,-1.0,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,0,,0,0
66654,2013-05-30 12:16:47,5,219,,,219,60846,4,4.5,1,4.13,0.2318,5.57,21,102.0,1,8192,2,34,2,0,1,0,,239.17,0,,,,1.0,0.0,6.0,0.0,0.0,,,,,,1.0,,,,,,,,1.0,0.0,6.0,0,,0,0
243083,2012-11-29 01:21:12,5,219,,,219,111829,3,4.5,1,1.79,,5.28,28,179.0,0,433,2,1,2,0,1,1,,114.5,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
202107,2013-05-14 20:33:13,29,132,,,215,111723,5,4.5,1,0.69,,6.11,13,581.4,0,9538,6,13,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
27865,2013-01-09 22:30:49,15,55,,,4,20119,3,4.0,1,4.81,0.0204,5.0,14,99.34,0,6678,1,23,2,0,1,1,,,1,,,,,,,,,,,,,0.0,0.0,,,,,1.0,0.0,28.0,,,,0,,0,0
320143,2013-01-16 02:34:36,5,117,,,219,35010,3,4.5,1,4.14,,5.49,8,192.0,0,3602,4,50,2,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
91129,2013-01-02 09:46:50,5,219,,,219,87501,3,4.5,0,3.26,0.05,5.22,28,159.0,0,21867,2,18,2,0,1,0,,1813.41,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
24748,2013-02-16 05:01:45,5,219,,,219,116895,4,4.0,1,2.89,0.0729,5.09,6,152.0,0,13687,5,115,4,0,1,0,,801.43,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
324220,2013-02-11 22:11:56,32,220,3.63,146.05,220,62923,5,4.5,1,3.74,0.3277,5.76,24,152.82,0,5199,1,4,1,0,1,1,,0.2,0,,,,0.0,0.0,,-1.0,0.0,25.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0
267543,2013-05-23 17:45:04,5,219,,,219,117667,4,4.5,0,3.09,0.0785,5.71,28,217.0,1,8714,1,3,2,0,1,0,,42.13,1,,,,1.0,0.0,31.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
52164,2012-12-20 21:53:57,14,219,,,219,123474,0,2.5,0,2.71,0.0023,4.8,37,36.45,0,8398,1,2,1,0,1,1,,159.51,0,,,,1.0,0.0,22.0,,,,,,,,,,,,,,,,1.0,0.0,22.0,0,,0,0
255535,2012-11-23 12:51:26,5,219,,,219,107381,2,4.5,1,1.61,,4.82,33,81.0,0,10340,1,8,1,0,1,1,,645.51,0,,,,1.0,0.0,11.0,1.0,0.0,72.0,,,,1.0,0.0,11.0,,,,,,,1.0,0.0,11.0,0,,0,0
18782,2013-05-05 13:07:25,5,219,,,219,55019,3,3.5,0,3.5,,5.05,13,159.0,0,26834,2,15,2,0,1,0,,328.25,0,,,,1.0,0.0,7.0,,,,,,,0.0,0.0,5.0,,,,,,,0.0,0.0,5.0,0,,0,0
190251,2013-05-19 10:54:50,5,219,,,219,34214,4,4.0,0,5.78,0.4222,5.71,15,314.0,0,5872,2,10,1,0,1,0,,1634.71,0,0.0,0.0,12.0,0.0,0.0,7.0,,,,0.0,0.0,7.0,0.0,0.0,,,,,,,,0.0,0.0,7.0,0,,0,0
209791,2013-06-27 11:44:26,5,219,,,219,104741,3,2.5,1,2.48,0.0216,0.0,3,145.0,0,12638,1,7,2,2,1,1,,461.08,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
285798,2013-01-09 15:35:31,14,100,,,100,139756,2,3.5,1,1.39,0.0279,4.56,6,67.84,0,21087,2,37,2,2,1,1,,,0,,,,1.0,0.0,17.0,,,,,,,,,,,,,,,,1.0,0.0,2.0,0,,0,0
31818,2013-02-15 20:33:40,5,219,,,219,67477,5,5.0,1,4.98,0.0957,5.75,8,169.0,1,9402,2,7,1,0,1,1,,2136.08,0,,,,0.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,0,,0,0
223663,2013-05-21 19:19:19,10,4,,,215,53063,3,3.5,0,6.18,,5.01,3,149.72,0,7839,1,9,2,0,1,1,,,1,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,1.0,0.0,3.0,,,,0,,0,0
123628,2013-03-31 21:03:24,18,129,,,223,113461,4,4.5,0,5.49,0.099,4.86,25,80.75,1,9847,4,45,2,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,11.0,,,,0,,0,0
86903,2013-01-18 22:23:49,5,219,,,219,95011,4,4.0,1,1.61,,5.31,18,289.0,0,18586,1,36,2,0,1,1,,224.28,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
